"plot_ID" "species_1" "species_2" "species_3" "heigth_A" "heigth_B" "heigth_C" "heigth_D" "PAR_sup" "PAR_inf" "treatment" "date" "PAR_start" "PAR_end" "first_flower" "pheno_sp1" "pheno_sp2" "pheno_sp3" "season" "mean_height" "PAR_diff"
"174" 27 "Hl" "Sp" "Pg" 11 5.5 11.5 10.5 180 128 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 9.625 52
"175" 28 "Fr" "Hl" "Dc" 14.5 0 0 27 185 96 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 10.375 89
"176" 28 "Fr" "Hl" "Dc" 33.5 22 26 33.5 185 50 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 28.75 135
"177" 29 "Hl" "Lp" "Ra" 13.5 16 33 14.5 182 119 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 19.25 63
"178" 29 "Hl" "Lp" "Ra" 22 14 28 28 182 75 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 23 107
"179" 30 "Fr" "Ra" "Pm" 15 5 5.5 7 175 91 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 8.125 84
"180" 30 "Fr" "Ra" "Pm" 29 14.5 13 14 175 29 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 17.625 146
"181" 31 "Pt" "Pg" "Ra" 10 6.5 10.5 14 179 13.3 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 10.25 165.7
"182" 31 "Pt" "Pg" "Ra" 25 19 18 14.5 179 4.3 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 19.125 174.7
"183" 32 "Be" "Pt" "Sp" 9 14 14 10.5 180 175 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 11.875 5
"184" 32 "Be" "Pt" "Sp" 6 13 10 9.5 180 27 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 9.625 153
"185" 33 "Be" "Sp" "Ra" 8 0 14 9 180 175 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 7.75 5
"186" 33 "Be" "Sp" "Ra" 19 19 7.5 6.5 180 99 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 13 81
"187" 34 "Fr" "Pt" "Sp" 36 28 9 11 175 125 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 21 50
"188" 34 "Fr" "Pt" "Sp" 34.5 27.5 20.5 37.5 175 9.5 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 30 165.5
"189" 35 "Hl" "Pt" "Ra" 11 21 16 17 170 27 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 16.25 143
"190" 35 "Hl" "Pt" "Ra" 12 33.5 16 29.5 170 99 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 22.75 71
"191" 36 "Fr" "To" "Dc" 27 29 25.5 16.5 175 20 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 24.5 155
"192" 36 "Fr" "To" "Dc" 0 43 27 16 175 16.5 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 21.5 158.5
"193" 37 "Lp" "Cb" "Pg" 23.5 0 2.5 10.5 174 120 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 9.125 54
"194" 37 "Lp" "Cb" "Pg" 0 0 13.5 26 174 172 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 9.875 2
"195" 38 "Hl" "Pg" "Pm" 10 20 17.5 6 176 68 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 13.375 108
"196" 38 "Hl" "Pg" "Pm" 7 10.5 22 12.5 176 87 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 13 89
"197" 39 "Be" "Fr" "To" 5 13.5 11 0 175 95 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 7.375 80
"198" 39 "Be" "Fr" "To" 20 16 11 20.5 175 107 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 16.875 68
"199" 40 "Cb" "Ra" "Pm" 7 7 9.5 15 170 27 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 9.625 143
"200" 40 "Cb" "Ra" "Pm" 14 7 8.5 12 170 30 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 10.375 140
"201" 41 "Fr" "Pt" "Cb" 0 0 6 12 169 140 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 4.5 29
"202" 41 "Fr" "Pt" "Cb" 14 0 15 21 173 64 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 12.5 109
"203" 42 "Be" "Hl" "Pt" 23 25 17 0 170 40 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 16.25 130
"204" 42 "Be" "Hl" "Pt" 29 32 0 37 170 42 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 24.5 128
"205" 43 "Lp" "Cb" "Dc" 20 11 5 17 162 118 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 13.25 44
"206" 43 "Lp" "Cb" "Dc" 11 0 8 26 160 78 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 11.25 82
"207" 44 "Lp" "Cb" "Ra" 27 16 18.5 28.5 160 91 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 22.5 69
"208" 44 "Lp" "Cb" "Ra" 27 18.5 19 8.5 162 102 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 18.25 60
"209" 45 "Fr" "Hl" "Sp" 22.5 21 21 25 155 88 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 22.375 67
"210" 45 "Fr" "Hl" "Sp" 34 39 26.5 33 160 11.7 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 33.125 148.3
"211" 46 "Be" "Lp" "Dc" 24.5 18.5 0 35 158 69 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 19.5 89
"212" 46 "Be" "Lp" "Dc" 38 21 28 38.5 158 34 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 31.375 124
"213" 47 "Fr" "Lp" "Pt" 28.5 24.5 39 20 158 36 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 28 122
"214" 47 "Fr" "Lp" "Pt" 39.5 37.5 38.5 42 158 54 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 39.375 104
"215" 48 "Pg" "Ra" "Pm" 6 5 9 22 157 151 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 10.5 6
"216" 48 "Pg" "Ra" "Pm" 18 22.5 16 25 157 53 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 20.375 104
"217" 49 "Pg" NA NA 3 3.5 2 3 190 190 "control" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 2.875 0
"218" 49 "Pg" NA NA 4 0 0 2.5 190 190 "nitrogen" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 1.625 0
"219" 50 "Sp" NA NA 4 3 4.5 5 190 190 "control" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 4.125 0
"220" 50 "Sp" NA NA 8 7.5 6 3 190 40 "nitrogen" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 6.125 150
"221" 51 "Cb" NA NA 5 0 4 0 186 186 "control" 2020-05-02 "11h00" "12h50" 1 NA NA NA "spring_2022" 2.25 0
"222" 51 "Cb" NA NA 7.5 6 8 4 186 152 "nitrogen" 2020-05-02 "11h00" "12h50" 1 NA NA NA "spring_2022" 6.375 34
"223" 52 "Dc" NA NA 0 0 7 0 189 169 "control" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 1.75 20
"224" 52 "Dc" NA NA 0 0 0 0 189 189 "nitrogen" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 0 0
"225" 53 "Fr" NA NA 18 0 22 30.5 188 127 "control" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 17.625 61
"226" 53 "Fr" NA NA 17 27.5 30 25 188 118 "nitrogen" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 24.875 70
"227" 54 "Hl" NA NA 0 0 25 32 192 109 "control" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 14.25 83
"228" 54 "Hl" NA NA 0 0 30 0 192 125 "nitrogen" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 7.5 67
"229" 55 "Lp" NA NA 14.5 8 0 14 185 105 "control" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 9.125 80
"230" 55 "Lp" NA NA 19 11 16 25 185 144 "nitrogen" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 17.75 41
"231" 56 "Pm" NA NA 5 2 0 3 188 188 "control" 2020-05-02 "11h00" "12h50" 1 NA NA NA "spring_2022" 2.5 0
"232" 56 "Pm" NA NA 7 8 5 6.5 188 185 "nitrogen" 2020-05-02 "11h00" "12h50" 1 NA NA NA "spring_2022" 6.625 3
"233" 57 "Pt" NA NA 0 0 0 19.5 183 183 "control" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 4.875 0
"234" 57 "Pt" NA NA 15 12 0 24.5 183 145 "nitrogen" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 12.875 38
"235" 58 "Be" NA NA 21 17.5 9.5 19 187 175 "control" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 16.75 12
"236" 58 "Be" NA NA 16 27.5 0 17.5 187 160 "nitrogen" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 15.25 27
"237" 59 "Ra" NA NA 14.5 11.5 18 20.5 190 27 "control" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 16.125 163
"238" 59 "Ra" NA NA 16.5 11.5 14 16.5 190 18 "nitrogen" 2020-05-02 "11h00" "12h50" 0 NA NA NA "spring_2022" 14.625 172
"239" 60 "To" NA NA 0 15 0 12 189 70 "control" 2020-05-02 "11h00" "12h50" 1 NA NA NA "spring_2022" 6.75 119
"240" 60 "To" NA NA 14 0 5.5 0 189 90 "nitrogen" 2020-05-02 "11h00" "12h50" 1 NA NA NA "spring_2022" 4.875 99
"241" 1 "To" "Dc" "Ra" 11 11.5 0 0 190 103 "control" 2020-05-02 "11h00" "12h30" NA NA NA NA "spring_2022" 5.625 87
"242" 1 "To" "Dc" "Ra" 15.5 19 18.5 15.5 190 10.6 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 17.125 179.4
"243" 2 "Cb" "Dc" "Pg" 8.5 7.5 8 13 185 110 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 9.25 75
"244" 2 "Cb" "Dc" "Pg" 15.5 13 12.5 10.5 185 11.7 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 12.875 173.3
"245" 3 "Fr" "Hl" "Ra" 14 18 27 30.5 190 80 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 22.375 110
"246" 3 "Fr" "Hl" "Ra" 25.5 23.5 10.5 40 190 24 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 24.875 166
"247" 4 "Lp" "Pt" "Dc" 39 29 31 40.5 193 81 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 34.875 112
"248" 4 "Lp" "Pt" "Dc" 41 34 37.5 40 193 60 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 38.125 133
"249" 5 "Be" "Hl" "Dc" 0 13 26.5 28 192 36 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 16.875 156
"250" 5 "Be" "Hl" "Dc" 29 24 26 44.5 192 9.2 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 30.875 182.8
"251" 6 "Fr" "To" "Ra" 19 24 8 11 192 18.2 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 15.5 173.8
"252" 6 "Fr" "To" "Ra" 36 42.5 21 36 192 5.1 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 33.875 186.9
"253" 7 "Lp" "Cb" "Sp" 28 18 23 36.5 187 109 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 26.375 78
"254" 7 "Lp" "Cb" "Sp" 29 30.5 34 28 187 35 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 30.375 152
"255" 8 "Pt" "Dc" "Sp" 9 7 4.5 13.5 187 32 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 8.5 155
"256" 8 "Pt" "Dc" "Sp" 11.5 6 11.5 28 187 15.5 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 14.25 171.5
"257" 9 "Fr" "Pt" "Pm" 24 12.5 25 12 190 167 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 18.375 23
"258" 9 "Fr" "Pt" "Pm" 32 29 40 42.5 190 41 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 35.875 149
"259" 10 "Be" "To" "Dc" 32.5 24.5 20 22.5 188 70 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 24.875 118
"260" 10 "Be" "To" "Dc" 24 22 33 22 188 31 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 25.25 157
"261" 11 "Pt" "Cb" "Sp" 13.5 27 31 14.5 184 66 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 21.5 118
"262" 11 "Pt" "Cb" "Sp" 21 14 22 0 184 10 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 14.25 174
"263" 12 "Be" "Fr" "Dc" 22.5 21 20 47.5 190 140 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 27.75 50
"264" 12 "Be" "Fr" "Dc" 20 37 33 0 190 13.4 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 22.5 176.6
"265" 13 "Be" "Hl" "To" 12.5 24.5 28 35 185 22 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 25 163
"266" 13 "Be" "Hl" "To" 23.5 26.5 25 37 185 9.4 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 28 175.6
"267" 14 "Sp" "Ra" "Pm" 7 10 0 6 185 21 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 5.75 164
"268" 14 "Sp" "Ra" "Pm" 24.5 16 19 16 185 6.7 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 18.875 178.3
"269" 15 "Be" "Pg" "Ra" 17 11 12 13 188 158 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 13.25 30
"270" 15 "Be" "Pg" "Ra" 25.5 23 27.5 24 188 5.9 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 25 182.1
"271" 16 "Be" "Pt" "Pm" 6 25 4 20 187 118 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 13.75 69
"272" 16 "Be" "Pt" "Pm" 11 19 26.5 10.5 187 12 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 16.75 175
"273" 17 "Be" "Pt" "To" 7 13.5 15 0 185 170 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 8.875 15
"274" 17 "Be" "Pt" "To" 25 19 10.5 22 185 9.1 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 19.125 175.9
"275" 18 "Be" "Cb" "Ra" 10 11 12 14 188 154 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 11.75 34
"276" 18 "Be" "Cb" "Ra" 20.5 13.5 16 20.5 188 4.1 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 17.625 183.9
"277" 19 "Cb" "To" "Ra" 16 9.5 31 11.5 188 47 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 17 141
"278" 19 "Cb" "To" "Ra" 18 10 17.5 18.5 188 59 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 16 129
"279" 20 "Pt" "Dc" "Pg" 19 8.5 0 6.5 185 185 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 8.5 0
"280" 20 "Pt" "Dc" "Pg" 11 32 6 12.5 185 57 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 15.375 128
"281" 21 "Pt" "Cb" "Ra" 12 6 11 9.5 184 37 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 9.625 147
"282" 21 "Pt" "Cb" "Ra" 13 12.5 18 17 184 5.9 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 15.125 178.1
"283" 22 "Cb" "To" "Pm" 5.5 3 0 0 187 162 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 2.125 25
"284" 22 "Cb" "To" "Pm" 17.5 7 9 12 187 129 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 11.375 58
"285" 23 "Lp" "To" "Ra" 45.5 11 17 33 187 86 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 26.625 101
"286" 23 "Lp" "To" "Ra" 40 39 47 47 187 4.6 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 43.25 182.4
"287" 24 "Be" "Pt" "Pg" 9 29 24.5 19 184 7.7 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 20.375 176.3
"288" 24 "Be" "Pt" "Pg" 34 30 17.5 25 184 12.7 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 26.625 171.3
"289" 25 "Be" "Ra" "Pm" 20 15 12 9.5 185 170 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 14.125 15
"290" 25 "Be" "Ra" "Pm" 23.5 22 34 26 185 3.5 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 26.375 181.5
"291" 26 "Fr" "Hl" "To" 24.5 16 56 18 185 50 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 28.625 135
"292" 26 "Fr" "Hl" "To" 43 32 25.5 42 185 23 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 35.625 162
"293" 27 "Hl" "Sp" "Pg" 25 30 33 6 183 70 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 23.5 113
"294" 27 "Hl" "Sp" "Pg" 36 8.5 6.5 10 183 64 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 15.25 119
"295" 28 "Fr" "Hl" "Dc" 13.5 6 0 38 184 15.5 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 14.375 168.5
"296" 28 "Fr" "Hl" "Dc" 38 42 34.5 44 184 6.7 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 39.625 177.3
"297" 29 "Hl" "Lp" "Ra" 17.5 20 39 14 183 45 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 22.625 138
"298" 29 "Hl" "Lp" "Ra" 25 25.5 35 34.5 183 2.6 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 30 180.4
"299" 30 "Fr" "Ra" "Pm" 9 5.5 0 13.5 184 37 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 7 147
"300" 30 "Fr" "Ra" "Pm" 28 22.2 23.5 43 184 3.4 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 29.175 180.6
"301" 31 "Pt" "Pg" "Ra" 15.5 12 13.5 17.5 184 11.2 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 14.625 172.8
"302" 31 "Pt" "Pg" "Ra" 29.5 34.5 27 31 184 1.4 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 30.5 182.6
"303" 32 "Be" "Pt" "Sp" 10.5 4 20.5 10 184 145 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 11.25 39
"304" 32 "Be" "Pt" "Sp" 11.5 11.5 6 15 184 161 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 11 23
"305" 33 "Be" "Sp" "Ra" 9 0 14 7 183 150 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 7.5 33
"306" 33 "Be" "Sp" "Ra" 15.5 23 12 13 183 5.8 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 15.875 177.2
"307" 34 "Fr" "Pt" "Sp" 50 40.5 11 30.5 184 73 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 33 111
"308" 34 "Fr" "Pt" "Sp" 39 40 26.5 37 184 3.9 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 35.625 180.1
"309" 35 "Hl" "Pt" "Ra" 12 34 22.5 20 182 12.6 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 22.125 169.4
"310" 35 "Hl" "Pt" "Ra" 17 32 22.5 31.5 182 4.2 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 25.75 177.8
"311" 36 "Fr" "To" "Dc" 40.5 0 35 37 180 11.3 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 28.125 168.7
"312" 36 "Fr" "To" "Dc" 45.5 48.5 38 40 188 15 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 43 173
"313" 37 "Lp" "Cb" "Pg" 13 0 0 32 180 16.5 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 11.25 163.5
"314" 37 "Lp" "Cb" "Pg" 5.5 0 52 19.5 180 14.5 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 19.25 165.5
"315" 38 "Hl" "Pg" "Pm" 12 28 17.5 8 182 131 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 16.375 51
"316" 38 "Hl" "Pg" "Pm" 17 15 9.5 14.5 182 4.9 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 14 177.1
"317" 39 "Be" "Fr" "To" 19 17.5 19.6 16.5 181 108 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 18.15 73
"318" 39 "Be" "Fr" "To" 9 22 20.5 23.5 181 10.3 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 18.75 170.7
"319" 40 "Cb" "Ra" "Pm" 11.5 11 12.5 11 181 26 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 11.5 155
"320" 40 "Cb" "Ra" "Pm" 26.5 13 15 22.5 181 9.9 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 19.25 171.1
"321" 41 "Fr" "Pt" "Cb" 15 0 11.5 6 180 130 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 8.125 50
"322" 41 "Fr" "Pt" "Cb" 16.5 0 32 27.5 180 4.6 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 19 175.4
"323" 42 "Be" "Hl" "Pt" 24 0 33.5 34 177 30 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 22.875 147
"324" 42 "Be" "Hl" "Pt" 37.5 43 44 45 177 5.4 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 42.375 171.6
"325" 43 "Lp" "Cb" "Dc" 32.5 11 0 16.5 180 171 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 15 9
"326" 43 "Lp" "Cb" "Dc" 16 0 7.5 30 180 9.9 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 13.375 170.1
"327" 44 "Lp" "Cb" "Ra" 31.5 21.5 28 21 178 105 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 25.5 73
"328" 44 "Lp" "Cb" "Ra" 34.5 21 24 12.5 178 10 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 23 168
"329" 45 "Fr" "Hl" "Sp" 12 22.5 30 28 175 100 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 23.125 75
"330" 45 "Fr" "Hl" "Sp" 50.5 51 37.5 55 175 3.3 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 48.5 171.7
"331" NA "Be" "Lp" "Dc" 35 14 39 41 180 70 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 32.25 110
"332" 46 "Be" "Lp" "Dc" 50 45 38.5 48 180 6.3 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 45.375 173.7
"333" 47 "Fr" "Lp" "Pt" 33 37 28.5 0 177 12.8 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 24.625 164.2
"334" 47 "Fr" "Lp" "Pt" 36.5 44.5 46 45 177 29 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 43 148
"335" 48 "Pg" "Ra" "Pm" 9 10 11 17.5 177 82 "control" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 11.875 95
"336" 48 "Pg" "Ra" "Pm" 29.5 39 36 30 177 2.9 "nitrogen" 2020-05-11 "11h00" "12h30" NA NA NA NA "spring_2022" 33.625 174.1
"337" 49 "Pg" NA NA 3.5 5 3.5 3.5 192 192 "control" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 3.875 0
"338" 49 "Pg" NA NA 8 4 4 8.5 192 159 "nitrogen" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 6.125 33
"339" 50 "Sp" NA NA 4.5 3 3.5 5 193 193 "control" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 4 0
"340" 50 "Sp" NA NA 0 13 9 5 193 14.1 "nitrogen" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 6.75 178.9
"341" 51 "Cb" NA NA 6 0 4 3.5 190 190 "control" 2020-05-11 "11h00" "12h30" 1 NA NA NA "spring_2022" 3.375 0
"342" 51 "Cb" NA NA 17 14 0 13.5 190 17.5 "nitrogen" 2020-05-11 "11h00" "12h30" 1 NA NA NA "spring_2022" 11.125 172.5
"343" 52 "Dc" NA NA 0 0 10.5 0 190 190 "control" 2020-05-11 "11h00" "12h30" 1 NA NA NA "spring_2022" 2.625 0
"344" 52 "Dc" NA NA 0 0 0 0 190 190 "nitrogen" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 0 0
